LookId,SellerName,HedgeAdvisorName,AbaMemberBit,CommitPeriodGrp,LoanAmt,BaseLoanAmt,NoteRate,PropTypeName,PropUsageTypeName,PropUnitsCnt,MtgTypeName,LoanPurposeTypeName,DocumentationTypeName,AusTypeName,CreditScoreNum,LtvRatio,CltvRatio,EscrowImpoundBit,AppraisalWaiverBit,PropStateCd,RefiTypeName,RefiProgTypeName,AmortTypeName,AmortTermMonthsGrp,UnderwritingProgName,FirstTimeHomeBuyerBit,HighBalBit,PriorYrHighBalBit,GseAffordableProgBit,CraEligBit,BorrowerIncomeTypeName,CensusTractIncomeTypeName,CensusTractMinorityTypeName,LqaYellowBit,AmiLlpaCapEligBit,EligBit,ExecTypeName,ExecInvestorName,ExecMethodName,ProdCd,SpecName,Cpn,BaseSrvRate,ExcessSrvRate,BuyUpRate,BuyDnRate,BreakevenPrice,LlpaPrice,SpecPayupPrice,FeeAmt,VlipBit,LipBit,LirBit,LadBit,LacsBit,MasBit,LqaYellowProb,LoanAgeDays,BaseSrvMult,ExcessSrvMult,BuyUpMult,BuyDnMult,TotalDebtExpenseRatio,TotalMonthlyVerifiedIncomeAmt,UnknownTotalMonthlyVerifiedIncomeAmtBit,BenchMarginPrice,MarginPrice,WinBit,uidentifier
1932385,severnsavingsbankfsb,compass,1,7,104200,104200,7.25,condo,investment,1,conf,refi,full,lp,784,61.294,61.294,1,0,md,nocashout,other,fixed,360,fhlmcfixed30,0,0,0,0,1,upper,moderate,lower middle,0,0,0,security,fglmc,cap,fgf30s,bal 110k,6.5,0.25,0.01,0,0,100.250549,-1.75,1.59375,320,0,0,0,0,0,0,0,0,4.167,4.64,3.38,4.78,43.29,14734.58,0,-0.3241,-0.200451,0,1
1932386,severnsavingsbankfsb,compass,1,7,103400,103400,7.25,condo,investment,1,conf,refi,full,lp,784,45.956,45.956,1,0,md,nocashout,other,fixed,360,fhlmcfixed30,0,0,0,0,1,upper,low,upper middle,0,0,0,security,fglmc,cap,fgf30s,bal 110k,6.5,0.25,0.01,0,0,100.916446,-1.125,1.59375,320,0,0,0,0,0,0,0,0,4.31,4.94,3.38,4.78,43.34,14718.9,0,-0.3241,-0.169554,0,1
1932387,severnsavingsbankfsb,compass,1,7,432000,432000,7,pud,primaryresidence,1,conf,purchase,full,lp,778,90,90,1,0,md,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,lower middle,0,0,0,security,fglmc,buyup,fgf30s,newprod,6,0.25,0.25,0.01,0,98.913684,-0.5,0.000122,320,0,0,0,0,0,0,0,0,4.88,3.895,3.77,5.07,27.2,13283.63,0,-0.3241,-0.070316,0,1
1932388,severnsavingsbankfsb,compass,1,7,170250,170250,7.625,condo,investment,1,conf,purchase,full,lp,762,75,75,1,0,md,other,other,fixed,360,fhlmcfixed30,0,0,0,0,1,upper,moderate,lower middle,0,0,0,security,fglmc,buyup,fgf30s,bal 175k,6.5,0.25,0.25,0.135,0,100.213137,-2.5,0.875,320,0,0,0,0,0,0,0,0,4.406,4.011,2.96,4.46,23.03,17761.11,0,-0.3241,-0.099863,0,1
1932389,severnsavingsbankfsb,compass,1,7,400000,400000,7,singlefamily,primaryresidence,1,conf,purchase,full,lp,791,48.193,48.193,1,0,de,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,middle,high,low,0,0,0,security,fglmc,buyup,fgf30s,newprod,6,0.25,0.25,0.01,0,100.049078,0,0.000122,320,0,0,0,0,0,0,0,0,6.552,4.751,3.77,5.07,41.29,8449.15,0,-0.3241,0.040078,0,1
1932391,severnsavingsbankfsb,compass,1,7,363298,363298,6.5,pud,primaryresidence,1,fha,purchase,full,du,667,96.5,96.5,1,0,md,other,other,fixed,360,fhafixed30,0,0,0,0,1,moderate,middle,lower middle,0,0,0,security,gnmaii,gnsec,g2f30s,newprod,6,0.19,0.25,0,0,99.403014,0,0.007812,320,0,0,0,0,0,0,0,0,2.704,4.357,0,0,43.66,8634.84,0,-0.3241,-0.029986,0,1
1932392,severnsavingsbankfsb,compass,1,7,75750,75750,6.875,singlefamily,primaryresidence,1,conf,purchase,full,du,721,30.3,30.3,0,0,md,other,other,fixed,360,fnmafixed30homeready,0,0,0,1,1,moderate,middle,lower middle,0,0,0,security,fglmc,cap,fgf30s,bal  85k,6,0.25,0.135,0,0,100.873683,0,1.78125,320,0,1,0,0,0,0,0.0491,0,3.479,4.935,3.92,5.12,27.32,4313.9,0,-0.3241,-0.130317,0,1
1932393,severnsavingsbankfsb,compass,1,7,252103,252103,7,singlefamily,primaryresidence,1,conf,purchase,full,du,775,97,97,1,0,pa,other,other,fixed,360,fnmafixed30homeready,0,0,0,1,1,moderate,middle,low,0,0,0,security,fglmc,buyup,fgf30s,ltv  95,6,0.25,0.25,0.01,0,100.274034,0,0.003125,320,0,1,0,0,0,0,0.0293,0,6.697,5.492,3.77,5.07,38.28,5463.12,0,-0.3241,0.080034,0,1
1932394,severnsavingsbankfsb,compass,1,7,291000,291000,7.375,singlefamily,primaryresidence,1,conf,purchase,full,lp,686,97,97,1,0,md,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,middle,middle,low,0,0,0,security,fglmc,cap,fgf30s,bal 300k,6.5,0.25,0.135,0,0,100.069428,-1.125,0.03125,320,0,0,0,0,0,0,0,0,4.924,4.508,3.23,4.73,20.64,13117.55,0,-0.3241,0.080428,0,1
1932395,severnsavingsbankfsb,compass,1,7,500000,500000,7.375,singlefamily,primaryresidence,1,conf,refi,full,lp,708,51.125,51.125,1,0,md,cashout,other,fixed,240,fhlmcfixed20,0,0,0,0,0,upper,middle,low,0,0,0,security,fglmc,cap,fgf20s,newprod,6.5,0.25,0.16,0,0,101.230807,-0.5,0,320,0,0,0,0,0,0,0,0,4.569,3.401,3.04,4.34,26.5,32306.65,0,-0.3241,0.039807,0,1
1932397,severnsavingsbankfsb,compass,1,7,520000,520000,7.625,pud,primaryresidence,1,conf,purchase,full,du,794,80,80,1,0,de,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,0,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.135,0,101.703157,-0.375,0.000122,320,0,0,0,0,0,0,0.0074,0,5.444,3.916,2.96,4.46,43.09,17886.49,0,-0.3241,0.080157,0,1
1932398,severnsavingsbankfsb,compass,1,7,170000,170000,6.375,condo,primaryresidence,1,conf,purchase,full,du,723,85,85,1,0,md,other,other,fixed,360,fnmafixed30homeready,0,0,0,1,1,low,middle,lower middle,0,0,0,security,fglmc,cap,fgf30s,bal 175k,5.5,0.25,0.135,0,0,97.356116,0,0.34375,320,1,1,0,0,0,0,0.1888,0,4.858,5.008,4.63,5.83,44.43,3728.73,0,-0.3241,-0.699884,0,1
1932399,severnsavingsbankfsb,compass,1,7,400000,400000,7.375,condo,secondhome,1,conf,purchase,full,lp,771,44.444,44.444,1,0,de,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,low,0,0,0,security,fglmc,cap,fgf30s,newprod,6.5,0.25,0.135,0,0,100.334835,-1.125,0.000122,320,0,0,0,0,0,0,0,0,6.218,4.303,3.23,4.73,12.14,71845.79,0,-0.3241,0.029835,0,1
1932400,severnsavingsbankfsb,compass,1,7,512000,512000,7.5,pud,primaryresidence,1,conf,purchase,full,lp,801,80,80,1,1,de,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,low,0,0,0,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.01,0,101.063612,-0.375,0.000122,320,0,0,0,0,0,0,0,0,4.948,3.356,3.1,4.6,43.68,10405.61,0,-0.3241,-0.020388,0,1
1932401,severnsavingsbankfsb,compass,1,7,400000,400000,7.5,pud,primaryresidence,1,conf,purchase,full,du,816,80,80,1,0,md,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,low,0,0,0,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.01,0,100.9849,-0.375,0.000122,320,0,0,0,0,0,0,0.0055,0,4.547,3.443,3.1,4.6,25.5,20506.09,0,-0.3241,-0.0401,0,1
1932402,severnsavingsbankfsb,compass,1,7,360500,360500,6.5,pud,primaryresidence,1,conf,purchase,full,du,788,70,70,0,0,md,other,other,fixed,360,fnmafixed30homeready,0,0,0,1,1,moderate,high,low,0,0,0,security,fglmc,buyup,fgf30s,newprod,5.5,0.25,0.25,0.01,0,97.203371,0,0.000122,320,0,1,0,0,0,0,0.0254,0,5.158,4.467,4.43,5.63,46.04,6424.98,0,-0.3241,-0.229629,0,1
1932403,severnsavingsbankfsb,compass,1,7,255000,255000,6.875,singlefamily,investment,1,conf,purchase,full,lp,806,56.044,56.044,1,0,md,other,other,fixed,360,fhlmcfixed30,0,0,0,0,1,low,middle,low,0,0,0,security,fglmc,cap,fgf30s,newprod,6,0.25,0.135,0,0,97.893776,-1.125,0.000122,320,0,0,0,0,0,0,0,0,5.025,4.36,3.92,5.12,35.96,5545.43,0,-0.3241,-0.120224,0,1
1932404,severnsavingsbankfsb,compass,1,7,309294,309294,7,singlefamily,primaryresidence,1,fha,purchase,full,du,742,96.5,96.5,1,0,pa,other,other,fixed,360,fhafixed30,0,0,0,0,0,middle,middle,low,0,0,0,security,gnmaii,gnsec,g2f30s,newprod,6.5,0.19,0.25,0,0,102.122601,0,0.046875,320,0,0,0,0,0,0,0,0,6.499,4.826,0,0,37.29,8434.44,0,-0.3241,0.249601,0,1
1932405,severnsavingsbankfsb,compass,1,7,285000,285000,8.125,condo,secondhome,1,conf,purchase,full,du,761,75,75,1,0,de,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,0,security,fglmc,buyup,fgf30s,newprod,7,0.25,0.25,0.135,0,101.15358,-2.5,0.000122,320,0,0,0,0,0,0,0.0146,0,5.299,4.013,2.5,4,25.17,50166.92,0,-0.3241,0.05958,0,1
1932406,severnsavingsbankfsb,compass,1,7,490000,490000,7.375,singlefamily,investment,1,conf,purchase,full,du,759,51.579,51.579,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,0,security,fglmc,cap,fgf30s,nonowner,6.5,0.25,0.135,0,0,100.442022,-1.125,0.15625,320,0,0,0,0,0,0,0.015,0,6.269,3.844,3.23,4.73,27.54,60102.9,0,-0.3241,0.010022,0,1
1932407,severnsavingsbankfsb,compass,1,7,390000,390000,7.625,condo,investment,1,conf,purchase,full,du,799,60,60,1,0,de,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,very low,0,0,0,security,fglmc,buyup,fgf30s,nonowner,6.5,0.25,0.25,0.135,0,101.079357,-1.125,0.15625,320,0,0,0,0,0,0,0.0068,0,5.453,3.794,2.96,4.46,40.45,19590.71,0,-0.3241,-0.009643,0,1
1932408,severnsavingsbankfsb,compass,1,7,138596,138596,7.75,singlefamily,primaryresidence,1,conf,purchase,full,du,702,90,90,1,0,md,other,other,fixed,360,fnmafixed30,0,0,0,0,1,middle,moderate,very low,0,0,0,security,fglmc,cap,fgf30s,bal 150k,7,0.25,0.01,0,0,102.365167,-1.25,1.34375,320,0,0,0,1,1,0,0.0989,0,3.532,3.87,2.82,4.32,34.58,12405.83,0,-0.3241,0.020167,0,1
1932409,severnsavingsbankfsb,compass,1,7,407000,407000,7.125,singlefamily,primaryresidence,1,fha,purchase,full,du,662,80,80,1,0,md,other,other,fixed,360,fhafixed30,0,0,0,0,0,upper,middle,low,0,0,0,security,gnmaii,gnsec,g2f30s,newprod,6.5,0.19,0.375,0,0,101.502336,0,0.046875,320,0,0,0,0,0,0,0,0,4.106,2.765,0,0,38.82,16654.73,0,-0.3241,-0.009664,0,1
1932410,severnsavingsbankfsb,compass,1,7,445000,445000,7.5,singlefamily,primaryresidence,1,conf,purchase,full,lp,808,64.029,64.029,1,0,md,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,low,0,0,0,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.01,0,101.276365,0,0.000122,320,0,0,0,0,0,0,0,0,4.441,3.212,3.1,4.6,41.84,18144.08,0,-0.3241,-0.029635,0,1
1932411,howardhanna,mct,0,7,175000,175000,6.875,condo,primaryresidence,1,conf,purchase,full,lp,762,36.842,36.842,1,0,pa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,upper middle,0,0,1,security,fglmc,cap,fgf30s,bal 175k,6,0.25,0.135,0,0,100.962119,0,0.625,320,0,0,0,0,0,0,0,6,8.276,5.591,3.872,5.072,31.8,10896.67,0,-0.3241,0.560119,1,1
1932412,howardhanna,mct,0,7,95920,95920,7.375,singlefamily,primaryresidence,1,conf,purchase,full,lp,661,80,80,1,0,pa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,middle,middle,very low,0,0,1,security,fglmc,cap,fgf30s,bal 110k,6.5,0.25,0.135,0,0,100.99529,-1.875,1.59375,320,0,0,0,0,0,0,0,5,4.025,4.556,3.18,4.68,46.8,7024.46,0,-0.3241,0.00029,0,1
1932413,howardhanna,mct,0,7,260101,255628,7,singlefamily,primaryresidence,1,fha,purchase,full,du,668,96.5,96.5,1,0,pa,other,other,fixed,360,fhafixed30,1,0,0,0,0,upper,middle,low,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,6.5,0.19,0.25,0,0,101.43252,0,0.046875,320,0,0,0,0,0,0,0,6,2.804,4.883,0,0,33.5,13025.16,0,-0.3241,-0.06048,0,1
1932414,howardhanna,mct,0,7,338751,332925,7.125,singlefamily,primaryresidence,1,fha,purchase,full,du,654,96.5,96.5,1,0,pa,other,other,fixed,360,fhafixed30,1,0,0,0,0,middle,middle,very low,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,6.5,0.19,0.375,0,0,101.66706,0,0.046875,320,0,0,0,0,0,0,0,6,1.464,4.542,0,0,43.1,7226.1,0,-0.3241,-0.02994,0,1
1932415,howardhanna,mct,0,7,261250,261250,7.625,singlefamily,primaryresidence,1,conf,purchase,full,lp,706,95,95,1,0,oh,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 275k,6.5,0.25,0.25,0.135,0,100.990875,-1.125,0.125,320,0,0,0,0,0,0,0,4,5.149,4.071,2.908,4.408,35.9,12462.67,0,-0.3241,0.059875,0,1
1932416,howardhanna,mct,0,7,60000,60000,7.375,condo,primaryresidence,1,conf,purchase,full,du,761,44.444,44.444,1,0,pa,other,other,fixed,360,fnmafixed30,0,0,0,0,1,low,high,very low,0,0,1,security,fglmc,cap,fgf30s,bal  85k,6.5,0.25,0.135,0,0,103.62174,0,1.9375,320,1,1,0,0,0,0,0.0999,6,5.136,5.458,3.18,4.68,47.2,2696.57,0,-0.3241,-1.50026,1,1
1932417,howardhanna,mct,0,7,284747,279850,7.125,singlefamily,primaryresidence,1,fha,purchase,full,du,674,96.5,96.5,1,0,pa,other,other,fixed,360,fhafixed30,1,0,0,0,0,middle,high,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,6.5,0.19,0.375,0,0,102.089864,0,0.046875,320,0,0,0,0,0,0,0,6,3.104,4.835,0,0,54.2,9242.99,0,-0.3241,-0.030136,0,1
1932418,howardhanna,mct,0,7,248000,248000,7,singlefamily,primaryresidence,1,conf,purchase,full,du,767,80,80,1,0,pa,other,other,fixed,360,fnmafixed30homeready,1,0,0,1,1,moderate,middle,very low,1,1,1,security,fnma,buyup,fnf30s,bal 250k,6,0.25,0.03,0.25,0,99.855847,0,0.15625,320,0,1,0,0,0,0,0.2975,5,6.35,4.814,3.98,5.53,45.8,4593.33,0,-0.3241,0.059847,0,1
1932419,howardhanna,mct,0,7,275500,275500,8,singlefamily,primaryresidence,1,conf,purchase,full,lp,760,75.376,75.376,1,0,mi,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,very low,0,0,1,security,fglmc,buyup,fgf30s,newprod,7,0.25,0.25,0.01,0,102.448287,-0.625,0.000122,320,0,0,0,0,0,0,0,5,5.064,3.361,2.554,4.054,45.7,10040.56,0,-0.3241,0.019702,0,1
1932420,howardhanna,mct,0,7,213000,213000,7.875,singlefamily,primaryresidence,1,conf,refi,full,du,788,45.806,45.806,0,1,oh,cashout,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fnma,buyup,fnf30s,bal 225k,7,0.25,0,0.155,0,102.498996,-0.375,0.53125,320,0,0,0,0,0,0,0.0068,5,4.363,3.7,3.131,4.362,31.6,9537.24,0,-0.3241,-0.099641,0,1
1932421,howardhanna,mct,0,7,150000,150000,7.5,singlefamily,investment,1,conf,purchase,full,lp,794,75,75,1,0,nc,other,other,fixed,360,fhlmcfixed30,0,0,0,0,1,middle,moderate,very low,0,0,1,security,fglmc,buyup,fgf30s,bal 150k,6.5,0.25,0.25,0.01,0,100.650961,-2.125,1.03125,320,0,0,0,0,0,0,0,4,5.275,4.437,3.049,4.549,33.6,7840.35,0,-0.3241,-0.090039,0,1
1932422,princetonmortgagecorporation,resi,0,7,294500,294500,7,singlefamily,primaryresidence,1,conf,purchase,full,lp,780,95,95,1,0,pa,other,other,fixed,360,fhlmcfixed30homepossible,0,0,0,1,1,middle,moderate,upper middle,0,0,1,security,fglmc,buyup,fgf30s,ltv  95,6,0.25,0.25,0.01,0,100.089705,0,0.003125,320,0,1,0,1,0,1,0,6,6.434,5.02,3.77,5.07,40,5666.66,0,-0.3241,-0.010295,0,1
1932423,princetonmortgagecorporation,resi,0,7,279000,279000,7.625,pud,primaryresidence,1,conf,purchase,full,du,772,90,90,1,0,sc,other,other,fixed,360,fnmafixed30,1,0,0,0,1,moderate,middle,lower middle,0,1,1,security,fglmc,buyup,fgf30s,bal 300k,6.5,0.25,0.25,0.135,0,102.103986,0,0.03125,320,0,1,0,1,0,1,0.0235,7,5.257,4.077,2.96,4.46,40,5932.09,0,-0.3241,0.259986,0,1
1932424,princetonmortgagecorporation,resi,0,7,303905,303905,7.875,pud,primaryresidence,1,conf,purchase,full,lp,805,95,95,1,0,oh,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,ltv  95,7,0.25,0.135,0,0,102.542532,-0.25,0.003125,320,0,0,0,0,0,0,0,6,5.208,3.749,2.74,4.24,24.53,13333.33,0,-0.3241,0.05003,0,1
1932425,princetonmortgagecorporation,resi,0,7,436000,436000,7.5,singlefamily,primaryresidence,1,conf,purchase,full,lp,757,80,80,1,0,il,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.01,0,100.584846,-0.875,0.000122,320,0,0,0,0,0,0,0,4,5.194,3.201,3.1,4.6,40,14291.74,0,-0.3241,0.019846,0,1
1932426,princetonmortgagecorporation,resi,0,7,70000,70000,6.875,singlefamily,primaryresidence,1,conf,refi,full,lp,681,13.592,13.592,1,0,pa,cashout,other,fixed,360,fhlmcfixed30,0,0,0,0,0,middle,high,very low,0,0,1,security,fglmc,cap,fgf30s,bal  85k,6,0.25,0.135,0,0,101.977805,-0.375,1.78125,320,0,0,1,0,0,0,0,6,10.558,5.529,3.92,5.12,39.62,5240.68,0,-0.3241,1.079805,0,1
1932427,princetonmortgagecorporation,resi,0,7,223250,223250,7,condo,primaryresidence,1,conf,purchase,full,lp,736,95,95,1,0,fl,other,other,fixed,180,fhlmcfixed15,1,0,0,0,0,upper,middle,upper middle,0,0,1,security,fglmc,buyup,fgf15s,newprod,6,0.25,0.25,0.155,0,100.845487,-0.75,0.001953,320,0,0,0,1,1,0,0,4,4.337,3.144,2.65,4.05,30.44,13826.07,0,-0.3241,0.120487,0,1
1932428,princetonmortgagecorporation,resi,0,7,191000,191000,7.5,singlefamily,primaryresidence,1,conf,purchase,full,lp,809,40.552,40.552,1,0,pa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,1,moderate,middle,low,0,0,1,security,fglmc,buyup,fgf30s,bal 200k,6.5,0.25,0.25,0.01,0,103.441383,0,0.6875,320,0,1,0,1,0,0,0,5,7.271,4.773,3.1,4.6,40,5896.8,0,-0.3241,0.500383,0,1
1932429,princetonmortgagecorporation,resi,0,7,344000,344000,7.5,singlefamily,primaryresidence,1,conf,purchase,full,lp,763,80,80,1,0,pa,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,middle,high,low,0,1,1,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.01,0,101.84519,0,0.000122,320,0,1,0,1,0,0,0,5,5.839,4.083,3.1,4.6,40,6482.9,0,-0.3241,0.22019,0,1
1932430,princetonmortgagecorporation,resi,0,7,726200,726200,7.5,pud,primaryresidence,1,conf,purchase,full,lp,816,93.703,93.703,1,0,ga,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.01,0,101.231887,-0.25,0.000122,320,0,0,0,0,0,0,0,8,5.134,3.341,3.1,4.6,40,20241.38,0,-0.3241,0.079887,0,1
1932431,novafinancial,compass,0,7,508000,508000,7.99,singlefamily,primaryresidence,1,conf,purchase,full,du,772,80,80,1,0,az,other,other,fixed,360,fnmafixed30,0,0,0,0,1,upper,moderate,low,0,0,1,security,fglmc,cap,fgf30s,newprod,7,0.25,0.25,0,0,102.078952,-0.625,0.000122,320,0,0,0,0,0,0,0.1795,2,4.191,2.685,2.74,4.24,49.9,9165,0,-0.3241,-0.010048,0,1
1932432,novafinancial,compass,0,7,276760,272000,7.25,singlefamily,primaryresidence,1,fha,purchase,full,du,743,90.97,90.97,1,0,az,other,other,fixed,360,fhafixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,bal 300k,7,0.19,0,0,0,102.257943,0,0.171875,320,0,0,0,0,0,0,0,2,5.296,3.868,0,0,34.77,9166.69,0,-0.3241,0.059943,0,1
1932433,novafinancial,compass,0,7,622500,622500,7.875,singlefamily,primaryresidence,1,conf,purchase,full,du,777,75.684,75.684,1,0,az,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,newprod,7,0.25,0.135,0,0,101.717655,-0.625,0.000122,320,0,0,0,0,0,0,0.0101,2,4.101,2.505,2.74,4.24,41.09,22684.21,0,-0.3241,-0.010345,0,1
1932434,novafinancial,compass,0,7,270019,265375,7.625,singlefamily,primaryresidence,1,fha,purchase,full,du,647,96.5,96.5,1,0,az,other,other,fixed,360,fhafixed30,0,0,0,0,0,upper,middle,upper middle,0,0,1,security,gnmaii,gnsec,g2f30s,bal 275k,7,0.19,0.375,0,0,103.158884,0,0.25,320,0,0,0,0,0,0,0,2,1.811,3.904,0,0,52.18,6734,0,-0.3241,0.019884,0,1
1932435,novafinancial,compass,0,7,255290,250900,7.125,singlefamily,primaryresidence,1,fha,purchase,full,du,712,96.5,96.5,1,0,az,other,other,fixed,360,fhafixed30,1,0,0,0,1,moderate,moderate,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,6.5,0.19,0.375,0,0,102.234291,0,0.046875,320,0,0,0,0,0,0,0,2,5.055,4.23,0,0,55.55,4129,0,-0.3241,-0.019709,1,1
1932436,novafinancial,compass,0,7,105000,105000,6.99,singlefamily,primaryresidence,1,conf,purchase,full,lp,766,34.426,34.426,1,1,az,other,other,fixed,360,fhlmcfixed30,0,0,0,0,1,upper,moderate,low,0,0,1,security,fglmc,buydn,fgf30s,bal 110k,6.5,0.25,0,0,0.25,101.232618,0,1.59375,320,0,0,0,1,1,0,0,2,4.937,4.552,3.92,5.12,10.94,9834.99,0,-0.3241,0.079618,0,1
1932437,novafinancial,compass,0,7,439000,439000,7.875,singlefamily,primaryresidence,1,conf,refi,full,lp,799,59.728,59.728,1,0,co,cashout,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,cap,fgf30s,newprod,7,0.25,0.135,0,0,102.054733,-0.375,0.000122,320,0,0,0,0,0,0,0,2,4.347,2.688,2.74,4.24,36.69,11841.73,0,-0.3241,-0.070267,1,1
1932438,novafinancial,compass,0,7,74000,74000,6.625,singlefamily,investment,1,conf,refi,full,lp,779,22.769,22.769,1,0,az,cashout,other,fixed,180,fhlmcfixed15,0,0,0,0,1,low,moderate,upper middle,0,0,1,security,fglmc,cap,fgf15s,newprod,6,0.25,0.03,0,0,98.848301,-1.5,0.001953,320,0,0,0,0,0,0,0,2,3.769,3.766,2.9,4.3,48.49,2500.13,0,-0.3241,-0.159699,0,1
1932439,novafinancial,compass,0,7,265050,265050,8.125,singlefamily,primaryresidence,1,conf,purchase,full,du,728,95,95,1,0,az,other,other,fixed,360,fnmafixed30,1,0,0,0,1,upper,moderate,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 275k,7,0.25,0.25,0.135,0,102.604339,-0.875,0.1875,320,0,0,0,1,1,0,0.1269,2,4.368,3.481,2.5,4,36.69,17234.96,0,-0.3241,0.100339,0,1
1932440,novafinancial,compass,0,7,417302,410125,7.25,singlefamily,primaryresidence,1,fha,purchase,full,du,772,96.5,96.5,1,0,az,other,other,fixed,360,fhafixed30,1,0,0,0,0,upper,middle,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,7,0.19,0,0,0,102.278669,0,0.164062,320,0,0,0,0,0,0,0,2,5.446,3.561,0,0,54.68,9354.61,0,-0.3241,0.089669,0,1
1932441,novafinancial,compass,0,7,307680,307680,7,singlefamily,primaryresidence,1,conf,purchase,full,du,777,80,80,1,0,wa,other,other,fixed,360,fnmafixed30,0,0,0,0,1,middle,moderate,lower middle,0,0,1,security,fglmc,buyup,fgf30s,newprod,6,0.25,0.25,0.01,0,98.990374,-0.625,0.000122,320,0,0,0,1,0,1,0.0115,2,5.375,4.276,3.77,5.07,40.77,9308.08,0,-0.3241,0.040374,0,1
1932442,novafinancial,compass,0,7,395604,388800,6.25,singlefamily,primaryresidence,1,fha,purchase,full,du,730,90,90,1,0,or,other,other,fixed,360,fhafixed30,1,0,0,0,0,upper,middle,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,6,0.19,0,0,0,98.808581,0,0.007812,320,0,0,0,0,0,0,0,2,5.385,4.434,0,0,56.96,11449.45,0,-0.3241,0.079581,0,1
1932443,glacierbancorp,mct,0,7,340100,340100,7.875,singlefamily,primaryresidence,1,conf,purchase,full,lp,644,95,95,1,0,mt,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,upper,high,low,0,0,1,security,fglmc,cap,fgf30s,ltv  95,7,0.25,0.135,0,0,100.719854,-1.875,0.003125,320,0,0,0,0,0,0,0,12,4.376,3.862,2.74,4.24,35.6,10202.25,0,-0.3241,-0.030146,0,1
1932444,glacierbancorp,mct,0,7,428500,428500,7.375,singlefamily,primaryresidence,1,conf,refi,full,du,753,71.896,71.896,1,0,ut,nocashout,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,cap,fgf30s,newprod,6.5,0.25,0.135,0,0,100.322923,-0.75,0.000122,320,0,0,0,0,0,0,0.1214,8,5.025,3.647,3.23,4.73,46.7,8514.74,0,-0.3241,-0.070077,0,1
1932445,glacierbancorp,mct,0,7,300000,300000,7.375,pud,primaryresidence,1,conf,purchase,full,du,679,50,50,1,0,mt,other,other,fixed,360,fnmafixed30,0,0,0,0,1,moderate,middle,low,1,0,1,security,fnma,buyup,fnf30s,fico <700,6.5,0.25,0,0.155,0,101.070702,0,0.003125,320,1,1,0,0,0,0,0.225,11,5.567,4.254,3.631,5.061,49.2,5118.84,0,-0.3241,-0.440298,0,1
