LookId,SellerName,HedgeAdvisorName,AbaMemberBit,CommitPeriodGrp,LoanAmt,BaseLoanAmt,NoteRate,PropTypeName,PropUsageTypeName,PropUnitsCnt,MtgTypeName,LoanPurposeTypeName,DocumentationTypeName,AusTypeName,CreditScoreNum,LtvRatio,CltvRatio,EscrowImpoundBit,AppraisalWaiverBit,PropStateCd,RefiTypeName,RefiProgTypeName,AmortTypeName,AmortTermMonthsGrp,UnderwritingProgName,FirstTimeHomeBuyerBit,HighBalBit,PriorYrHighBalBit,GseAffordableProgBit,CraEligBit,BorrowerIncomeTypeName,CensusTractIncomeTypeName,CensusTractMinorityTypeName,LqaYellowBit,AmiLlpaCapEligBit,EligBit,ExecTypeName,ExecInvestorName,ExecMethodName,ProdCd,SpecName,Cpn,BaseSrvRate,ExcessSrvRate,BuyUpRate,BuyDnRate,BreakevenPrice,LlpaPrice,SpecPayupPrice,FeeAmt,VlipBit,LipBit,LirBit,LadBit,LacsBit,MasBit,LqaYellowProb,LoanAgeDays,BaseSrvMult,ExcessSrvMult,BuyUpMult,BuyDnMult,TotalDebtExpenseRatio,TotalMonthlyVerifiedIncomeAmt,UnknownTotalMonthlyVerifiedIncomeAmtBit,BenchMarginPrice,MarginPrice,WinBit,uidentifier
1931625,guaranteedrate,compass,0,7,416500,416500,7.875,singlefamily,secondhome,1,conf,purchase,full,du,788,70,70,1,0,az,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,low,0,0,1,security,fglmc,cap,fgf30s,newprod,7,0.25,0.135,0,0,100.806422,-1.625,0.000122,320,0,0,0,0,0,0,0.0056,11,4.305,2.805,2.74,4.24,34.83,20000,0,-0.3241,-0.039578,0,1
1931626,guaranteedrate,compass,0,7,116000,116000,7.05,condo,primaryresidence,1,conf,purchase,full,du,784,80,80,1,0,wi,other,other,fixed,360,fnmafixed30homeready,0,0,0,1,1,moderate,middle,low,0,0,1,security,fglmc,buydn,fgf30s,bal 125k,6.5,0.25,0,0,0.19,101.36976,0,1.3125,320,0,1,0,0,0,0,0.013,6,5.332,4.582,3.77,5.07,30.41,4784.6,0,-0.3241,-0.03024,0,1
1931627,guaranteedrate,compass,0,7,441350,441350,7.675,condo,primaryresidence,1,conf,purchase,full,lp,716,97,97,1,0,il,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,buydn,fgf30s,ltv  95,7,0.25,0,0,0.065,100.400101,-1.625,0.003125,320,0,0,0,0,0,0,0,4,5.379,3.714,2.96,4.46,42.22,13688.32,0,-0.3241,0.010101,0,1
1931628,guaranteedrate,compass,0,7,423000,423000,7.625,singlefamily,primaryresidence,1,conf,purchase,full,du,706,90,90,1,0,il,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.135,0,100.455111,-1.25,0.000122,320,0,0,0,0,0,0,0.1844,5,4.81,3.072,2.96,4.46,42.65,16666.67,0,-0.3241,0.000111,0,1
1931629,guaranteedrate,compass,0,7,222000,222000,7.5,unit2to4,investment,2,conf,purchase,full,du,782,75,75,1,0,il,other,other,fixed,360,fnmafixed30,0,0,0,0,1,upper,moderate,upper middle,0,0,1,security,fglmc,buyup,fgf30s,bal 225k,6.5,0.25,0.25,0.01,0,100.054517,-2.5,0.5,320,0,0,0,0,0,0,0.0071,36,6.236,4.543,3.1,4.6,23.32,13052.29,0,-0.3241,-0.060483,0,1
1931630,guaranteedrate,compass,0,7,533500,533500,7.5,singlefamily,primaryresidence,1,conf,purchase,full,du,744,97,97,1,0,ma,other,other,fixed,360,fnmafixed30,1,0,0,0,0,middle,middle,lower middle,1,1,1,security,fnma,buyup,fnf30s,ltv  95,6.5,0.25,0.03,0.25,0,101.328409,0,0.003125,320,0,0,0,0,0,0,0.7778,5,4.879,3.506,3.521,4.901,49.63,9701.75,0,-0.3241,0.030409,0,1
1931631,guaranteedrate,compass,0,7,143262,143262,7.125,singlefamily,investment,1,conf,purchase,full,du,729,58.892,58.892,1,0,ok,other,other,fixed,360,fnmafixed30,0,0,0,0,0,middle,high,lower middle,0,0,1,security,fglmc,buydn,fgf30s,bal 150k,6.5,0.25,0,0,0.115,100.203571,-1.125,1.03125,320,0,0,0,0,0,0,0.0481,11,6.3,5.079,3.74,5.14,42.9,6506.59,0,-0.3241,0.079571,0,1
1931632,guaranteedrate,compass,0,7,623265,623265,6.625,singlefamily,primaryresidence,1,conf,purchase,full,du,782,95,95,1,0,tx,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,upper middle,0,0,1,security,fglmc,buydn,fgf30s,tx,6,0.25,0,0,0.115,97.968286,-0.25,0.003906,320,0,0,0,0,0,0,0.0927,5,6.719,4.664,4.27,5.47,47.09,11772,0,-0.3241,0.220286,0,1
1931633,guaranteedrate,compass,0,7,649000,649000,6.125,singlefamily,investment,1,conf,purchase,full,lp,804,68.388,68.388,1,0,de,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,very low,0,0,1,security,fglmc,buydn,fgf30s,newprod,5.5,0.25,0,0,0.115,93.988937,-1.625,0.000122,320,0,0,0,0,0,0,0,25,6.359,4.751,4.91,6.11,18.47,48295.55,0,-0.3241,0.089937,0,1
1931634,guaranteedrate,compass,0,7,292000,292000,7.5,singlefamily,investment,1,conf,purchase,full,du,797,40.839,40.839,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,middle,middle,low,0,0,1,security,fglmc,buyup,fgf30s,nonowner,6.5,0.25,0.25,0.01,0,101.108707,-1.125,0.15625,320,0,0,0,0,0,0,0.0091,71,6.731,4.128,3.1,4.6,45.37,7553.86,0,-0.3241,0.000594,0,1
1931635,guaranteedrate,compass,0,7,513275,513275,7.25,singlefamily,primaryresidence,1,conf,purchase,full,lp,777,95,95,1,0,mn,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,very low,0,0,1,security,fglmc,cap,fgf30s,ltv  95,6.5,0.25,0.01,0,0,100.188138,-0.5,0.003125,320,0,0,0,0,0,0,0,4,5.315,3.778,3.38,4.78,33.47,14493.3,0,-0.3241,0.000138,0,1
1931636,guaranteedrate,compass,0,7,285000,285000,7.875,singlefamily,secondhome,1,conf,purchase,full,du,812,75,75,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,fl,7,0.25,0.135,0,0,100.676735,-2.125,0.003125,320,0,0,0,0,0,0,0.0059,12,5.343,3.606,2.74,4.24,25.22,24503.55,0,-0.3241,-0.110265,0,1
1931637,guaranteedrate,compass,0,7,569390,569390,7.85,singlefamily,primaryresidence,1,conf,purchase,full,lp,766,97,97,1,0,va,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,upper,high,lower middle,0,1,1,security,fglmc,cap,fgf30s,ltv  95,7,0.25,0.11,0,0,102.633268,0,0.003125,320,0,0,0,0,0,0,0,4,5.016,3.596,2.82,4.32,43.22,14386.59,0,-0.3241,0.010268,0,1
1931638,guaranteedrate,compass,0,7,90000,90000,7.3,singlefamily,investment,1,conf,purchase,full,lp,746,75,75,1,0,oh,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,low,0,0,1,security,fglmc,cap,fgf30s,bal 110k,6.5,0.25,0.06,0,0,99.843605,-2.5,1.59375,320,0,0,0,0,0,0,0,7,4.632,4.538,3.38,4.78,41.83,7736.06,0,-0.3241,-0.280395,0,1
1931639,guaranteedrate,compass,0,7,540000,540000,7.75,singlefamily,primaryresidence,1,conf,purchase,full,du,649,80,80,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,1,0,1,security,fnma,buyup,fnf30s,fico <700,7,0.25,0,0.03,0,99.848004,-2.25,0.003125,320,0,0,0,0,0,0,0.3937,6,4.974,3.45,3.261,4.542,43.37,12708.14,0,-0.3241,0.000004,0,1
1931640,guaranteedrate,compass,0,7,384000,384000,7.875,singlefamily,investment,1,conf,purchase,full,du,705,60,60,1,1,oh,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,very low,1,0,1,security,fnma,buyup,fnf30s,nonowner,7,0.25,0,0.155,0,101.605199,-1.125,0.28125,320,0,0,0,0,0,0,0.2352,11,4.792,2.777,3.131,4.362,46.92,23333.33,0,-0.3241,-0.039801,0,1
1931641,guaranteedrate,compass,0,7,300000,300000,7.5,singlefamily,secondhome,1,conf,purchase,full,du,813,60.428,60.428,1,0,nc,other,other,fixed,360,fnmafixed30,0,0,0,0,1,middle,moderate,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 300k,6.5,0.25,0.25,0.01,0,99.997964,-1.625,0.03125,320,0,0,0,0,0,0,0.0097,13,5.327,3.602,3.1,4.6,45.22,8177.78,0,-0.3241,-0.050036,0,1
1931642,guaranteedrate,compass,0,7,690000,690000,7.625,singlefamily,primaryresidence,1,conf,purchase,full,du,797,93.243,93.243,1,0,tx,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,buyup,fgf30s,tx,6.5,0.25,0.25,0.135,0,101.760468,-0.25,0.003906,320,0,0,0,0,0,0,0.0124,5,5.574,3.499,2.96,4.46,35.91,20208.33,0,-0.3241,0.120468,0,1
1931643,guaranteedrate,compass,0,7,138750,138750,7.125,singlefamily,investment,1,conf,purchase,full,lp,740,75,75,1,0,pa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,other,upper middle,0,0,1,security,fglmc,buydn,fgf30s,bal 150k,6.5,0.25,0,0,0.115,98.689264,-2.5,1.03125,320,0,0,0,0,0,0,0,27,5.761,4.845,3.74,5.14,40.39,28333.33,0,-0.3241,-0.159736,0,1
1931644,guaranteedrate,compass,0,7,285000,285000,8,singlefamily,investment,1,conf,purchase,full,du,773,75,75,1,0,il,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,nonowner,7,0.25,0.25,0.01,0,100.906836,-2.375,0.28125,320,0,0,0,0,0,0,0.0565,14,4.937,3.034,2.61,4.11,46.19,11634.13,0,-0.3241,-0.110164,0,1
1931645,guaranteedrate,compass,0,7,283240,283240,7.875,singlefamily,primaryresidence,1,conf,purchase,full,du,786,97,97,1,0,il,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fnma,buyup,fnf30s,ltv  95,7,0.25,0,0.155,0,102.518465,-0.125,0.003125,320,0,0,0,0,0,0,0.0126,4,5.545,4.025,3.131,4.362,27.88,11229.75,0,-0.3241,-0.019535,0,1
1931646,guaranteedrate,compass,0,7,544938,544938,7.125,singlefamily,primaryresidence,1,conf,purchase,full,du,750,75,75,1,0,ma,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,low,0,0,1,security,fglmc,buydn,fgf30s,newprod,6.5,0.25,0,0,0.115,99.540044,-0.375,0.000122,320,0,0,0,0,0,0,0.0261,5,4.778,3.224,3.74,5.14,36.65,13750,0,-0.3241,0.030044,0,1
1931647,guaranteedrate,compass,0,7,230000,230000,7.375,singlefamily,primaryresidence,1,conf,purchase,full,du,782,53.488,53.488,0,1,ne,other,other,fixed,360,fnmafixed30,0,0,0,0,0,middle,middle,low,0,0,1,security,fglmc,cap,fgf30s,bal 250k,6.5,0.25,0.135,0,0,101.085705,0,0.21875,320,0,1,0,0,0,0,0.0159,4,4.268,3.508,3.23,4.73,45.97,6376.9,0,-0.3241,-0.000295,0,1
1931648,guaranteedrate,compass,0,7,454300,454300,8.125,singlefamily,secondhome,1,conf,purchase,full,du,751,70,70,1,0,mn,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,very low,0,0,1,security,fglmc,buyup,fgf30s,newprod,7,0.25,0.25,0.135,0,101.40079,-1.75,0.000122,320,0,0,0,0,0,0,0.0299,5,4.533,2.766,2.5,4,43.44,10355.57,0,-0.3241,-0.01021,0,1
1931649,guaranteedrate,compass,0,7,86400,86400,8.125,singlefamily,investment,1,conf,purchase,full,du,800,80,80,1,0,al,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,upper middle,0,0,1,security,fglmc,buyup,fgf30s,bal 110k,7,0.25,0.25,0.135,0,101.551716,-3.75,1.90625,320,0,0,0,0,0,0,0.0127,11,4.015,4.261,2.5,4,35.89,7620.2,0,-0.3241,-0.230284,1,1
1931650,guaranteedrate,compass,0,7,133000,133000,6.875,singlefamily,primaryresidence,1,conf,purchase,full,du,755,72.678,72.678,0,0,ia,other,other,fixed,180,fnmafixed15,0,0,0,0,1,moderate,high,lower middle,0,0,1,security,fglmc,buyup,fgf15s,newprod,6,0.25,0.25,0.03,0,100.982661,0,0.001953,320,0,1,0,1,0,0,0.0241,4,3.321,3.045,2.72,4.12,43.51,4119.87,0,-0.3241,-0.050339,0,1
1931652,guaranteedrate,compass,0,7,523500,523500,7.4,unit2to4,investment,3,conf,purchase,full,lp,783,75,75,1,0,ma,other,other,fixed,360,fhlmcfixed30,0,0,0,0,1,upper,low,upper middle,0,0,1,security,fglmc,cap,fgf30s,nonowner,6.5,0.25,0.16,0,0,98.855865,-2.5,0.15625,320,0,0,0,0,0,0,0,5,5.169,3.666,3.23,4.73,23.73,17844.7,0,-0.3241,-0.040135,0,1
1931653,guaranteedrate,compass,0,7,304000,304000,7.625,singlefamily,primaryresidence,1,conf,purchase,full,du,785,95,95,1,0,nj,other,other,fixed,360,fnmafixed30,0,0,0,0,0,middle,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,ltv  95,6.5,0.25,0.25,0.135,0,101.818436,-0.25,0.003125,320,0,0,0,0,0,0,0.0164,4,5.328,3.979,2.96,4.46,39.99,10689.96,0,-0.3241,0.030436,0,1
1931654,guaranteedrate,compass,0,7,217500,217500,6.95,singlefamily,investment,1,conf,purchase,full,lp,789,52.096,52.096,1,0,id,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,low,0,0,1,security,fglmc,cap,fgf30s,bal 225k,6,0.25,0.21,0,0,98.741474,-1.125,0.21875,320,0,0,0,0,0,0,0,14,5.754,4.904,3.92,5.12,26.69,11659.82,0,-0.3241,-0.069526,0,1
1931655,guaranteedrate,compass,0,7,262500,262500,7.625,condo,investment,1,conf,purchase,full,du,781,75,75,1,0,mi,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buyup,fgf30s,nonowner,6.5,0.25,0.25,0.135,0,99.828587,-2.25,0.15625,320,0,0,0,0,0,0,0.0083,4,5.248,3.51,2.96,4.46,19.5,14486.33,0,-0.3241,-0.060413,0,1
1931656,guaranteedrate,compass,0,7,288750,288750,8.125,singlefamily,investment,1,conf,purchase,full,du,739,75,75,1,0,nc,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buyup,fgf30s,nonowner,7,0.25,0.25,0.135,0,100.837567,-2.875,0.28125,320,0,0,0,0,0,0,0.0487,28,4.951,3.476,2.5,4,24.15,45526.33,0,-0.3241,-0.110433,0,1
1931657,guaranteedrate,compass,0,7,230000,230000,7.5,singlefamily,primaryresidence,1,conf,purchase,full,du,747,83.636,83.636,1,0,il,other,other,fixed,360,fnmafixed30,0,0,0,0,1,moderate,high,low,0,0,1,security,fglmc,buyup,fgf30s,bal 250k,6.5,0.25,0.25,0.01,0,101.30552,-1,0.21875,320,0,1,0,0,0,0,0.0253,55,5.459,3.94,3.1,4.6,33.11,6375.89,0,-0.3241,0.03952,0,1
1931658,guaranteedrate,compass,0,7,111920,111920,7.625,condo,investment,1,conf,purchase,full,lp,775,80,80,1,0,il,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,upper middle,0,0,1,security,fglmc,buyup,fgf30s,bal 125k,6.5,0.25,0.25,0.135,0,98.687052,-4.75,1.3125,320,0,0,0,0,0,0,0,29,5.134,4.447,2.96,4.46,36.18,12228.02,0,-0.3241,-0.199948,0,1
1931659,guaranteedrate,compass,0,7,174600,174600,6.99,singlefamily,primaryresidence,1,conf,purchase,full,lp,765,97,97,1,0,mi,other,other,fixed,360,fhlmcfixed30homepossible,0,0,0,1,1,moderate,middle,lower middle,0,0,1,security,fglmc,cap,fgf30s,bal 175k,6,0.25,0.25,0,0,100.961413,0,0.625,320,1,1,0,1,0,1,0,5,5.969,5.13,3.92,5.12,43.01,3532.53,0,-0.3241,-0.769587,0,1
1931660,guaranteedrate,compass,0,7,454750,454750,7.125,singlefamily,investment,1,conf,refi,full,lp,768,85,85,1,0,wa,nocashout,other,fixed,360,fhlmcfixed30,0,0,0,0,1,upper,moderate,upper middle,0,0,1,security,fglmc,buydn,fgf30s,nonowner,6.5,0.25,0,0,0.115,95.087323,-5.125,0.15625,320,0,0,0,0,0,0,0,6,5.468,4.196,3.74,5.14,38.23,16080.91,0,-0.3241,-0.029677,0,1
1931661,guaranteedrate,compass,0,7,570000,570000,7.675,singlefamily,primaryresidence,1,conf,purchase,full,lp,783,67.857,67.857,1,1,il,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buydn,fgf30s,newprod,7,0.25,0,0,0.065,101.760251,0,0.000122,320,0,0,0,0,0,0,0,6,4.317,2.136,2.96,4.46,23.63,23329.83,0,-0.3241,0.000251,0,1
1931663,guaranteedrate,compass,0,7,490312,490312,7.875,unit2to4,investment,4,conf,purchase,full,du,789,75,75,1,0,il,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,nonowner,7,0.25,0.135,0,0,100.584257,-2.5,0.28125,320,0,0,0,0,0,0,0.0058,20,5.493,3.361,2.74,4.24,17.49,21415.88,0,-0.3241,-0.059743,0,1
1931664,guaranteedrate,compass,0,7,408750,408750,7.375,singlefamily,secondhome,1,conf,purchase,full,du,795,75,75,1,1,nc,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fnma,buyup,fnf30s,newprod,6.5,0.25,0,0.155,0,98.711056,-2.125,0.000122,320,0,0,0,0,0,0,0.0052,11,4.673,2.865,3.631,5.061,23.57,16829.24,0,-0.3241,-0.069944,0,1
1931665,guaranteedrate,compass,0,7,479400,479400,8,singlefamily,secondhome,1,conf,purchase,full,du,803,60,60,1,0,nc,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buyup,fgf30s,newprod,7,0.25,0.25,0.01,0,101.683347,-1.125,0.000122,320,0,0,0,0,0,0,0.0061,26,4.555,2.637,2.61,4.11,32.33,36442.38,0,-0.3241,-0.019653,0,1
1931666,guaranteedrate,compass,0,7,312000,312000,6.375,singlefamily,primaryresidence,1,conf,purchase,full,du,686,80,80,1,0,ca,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,upper middle,1,0,1,security,fnma,buyup,fnf30s,fico <700,5.5,0.25,0,0.155,0,94.836303,-1.75,0.003125,320,0,0,0,0,0,0,0.6717,5,5.47,4.468,4.47,6.22,46.57,8116.13,0,-0.3241,-0.099697,0,1
1931667,guaranteedrate,compass,0,7,204990,204990,7.325,singlefamily,primaryresidence,1,conf,purchase,full,du,776,45.054,45.054,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,upper middle,0,0,1,security,fglmc,cap,fgf30s,bal 225k,6.5,0.25,0.085,0,0,102.364563,0,0.5,320,0,0,0,0,0,0,0.008,4,7.015,4.81,3.38,4.78,15.18,13606.84,0,-0.3241,0.159563,1,1
1931668,guaranteedrate,compass,0,7,316200,316200,7.5,singlefamily,primaryresidence,1,conf,purchase,full,lp,763,51.315,51.315,1,1,ma,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,middle,high,lower middle,0,1,1,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.01,0,101.312009,0,0.000122,320,0,1,0,0,0,0,0,4,4.704,3.09,3.1,4.6,40.73,7459.58,0,-0.3241,0.060009,0,1
1931669,guaranteedrate,compass,0,7,329175,329175,7.5,singlefamily,investment,1,conf,purchase,full,du,758,70,70,1,0,nc,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buyup,fgf30s,nonowner,6.5,0.25,0.25,0.01,0,99.987557,-1.75,0.15625,320,0,0,0,0,0,0,0.0176,18,5.26,3.628,3.1,4.6,26.63,37131.27,0,-0.3241,-0.060443,0,1
1931671,guaranteedrate,compass,0,7,368000,368000,7.125,singlefamily,primaryresidence,1,conf,purchase,full,lp,783,80,80,1,1,pa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,upper middle,0,0,1,security,fglmc,buydn,fgf30s,newprod,6.5,0.25,0,0,0.115,99.828529,-0.375,0.000122,320,0,0,0,0,0,0,0,4,5.929,4.077,3.74,5.14,43.38,10476.24,0,-0.3241,0.039529,0,1
1931672,guaranteedrate,compass,0,7,648000,648000,7.875,singlefamily,investment,1,conf,purchase,full,du,763,80,80,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,cap,fgf30s,nonowner,7,0.25,0.135,0,0,98.958551,-4,0.28125,320,0,0,0,0,0,0,0.016,29,5.103,3.19,2.74,4.24,26.53,127220.33,0,-0.3241,-0.040449,0,1
1931673,guaranteedrate,compass,0,7,178700,178700,6.875,singlefamily,investment,1,conf,refi,full,du,745,53.343,53.343,1,0,nv,nocashout,other,fixed,360,fnmafixed30,0,0,0,0,1,moderate,moderate,upper middle,0,0,1,security,fglmc,cap,fgf30s,bal 200k,6,0.25,0.135,0,0,98.30189,-1.125,0.375,320,0,0,0,0,0,0,0.1003,33,5.074,4.505,3.92,5.12,49.89,5021.88,0,-0.3241,-0.53011,0,1
1931674,guaranteedrate,compass,0,7,355000,355000,7,singlefamily,primaryresidence,1,conf,purchase,full,du,693,94.667,94.667,1,0,la,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,1,0,1,security,fnma,buyup,fnf30s,fico <700,6,0.25,0.03,0.25,0,98.238717,-1.375,0.003125,320,0,0,0,0,0,0,0.5305,4,6.042,4.63,3.98,5.53,44.98,10159.92,0,-0.3241,-0.010283,0,1
1931675,guaranteedrate,compass,0,7,234255,234255,7.475,singlefamily,primaryresidence,1,conf,purchase,full,lp,744,97,97,1,0,tx,other,other,fixed,360,fhlmcfixed30homepossible,0,0,0,1,1,moderate,moderate,upper middle,0,0,1,security,fglmc,cap,fgf30s,bal 250k,6.5,0.25,0.235,0,0,102.902981,0,0.21875,320,0,1,0,1,0,1,0,6,6.74,5.488,3.23,4.73,49.08,5416.67,0,-0.3241,0.299981,0,1
1931677,guaranteedrate,compass,0,7,636750,636750,8,singlefamily,secondhome,1,conf,purchase,full,du,793,75,75,1,1,me,other,other,fixed,360,fnmafixed30,0,0,0,0,1,upper,moderate,very low,0,0,1,security,fnma,buyup,fnf30s,newprod,7,0.25,0.03,0.25,0,100.427264,-2.125,0.000122,320,0,0,0,0,0,0,0.006,27,3.879,2.135,3.002,4.172,22.71,49622.88,0,-0.3241,-0.049736,0,1
1931678,guaranteedrate,compass,0,7,300900,300900,7.4,singlefamily,primaryresidence,1,conf,purchase,full,lp,797,85,85,1,0,ca,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,middle,middle,lower middle,0,1,1,security,fglmc,cap,fgf30s,newprod,6.5,0.25,0.16,0,0,101.157259,0,0.000122,320,0,0,0,1,0,1,0,4,4.903,3.773,3.23,4.73,34.82,8169,0,-0.3241,0.040259,0,1
1931679,guaranteedrate,compass,0,7,332405,332405,6.875,singlefamily,primaryresidence,1,conf,purchase,full,du,760,95,95,1,0,id,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,cap,fgf30s,ltv  95,6,0.25,0.135,0,0,98.656357,-0.5,0.003125,320,0,0,0,0,0,0,0.0209,4,5.451,4.551,3.92,5.12,36.31,11639.51,0,-0.3241,-0.019643,0,1
1931680,guaranteedrate,compass,0,7,467192,467192,7.1,singlefamily,primaryresidence,1,conf,purchase,full,lp,790,80,80,0,0,il,other,other,fixed,360,fhlmcfixed30,0,0,0,0,1,middle,moderate,very low,0,0,1,security,fglmc,buydn,fgf30s,newprod,6.5,0.25,0,0,0.14,99.373635,-0.375,0.000122,320,0,0,0,1,1,0,0,4,4.593,3.568,3.77,5.07,49.65,9328.34,0,-0.3241,0.009635,0,1
1931682,guaranteedrate,compass,0,7,185000,185000,7.625,singlefamily,investment,1,conf,purchase,full,lp,718,57.453,57.453,1,0,oh,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buyup,fgf30s,bal 200k,6.5,0.25,0.25,0.135,0,101.80159,-1.125,0.6875,320,0,0,0,0,0,0,0,4,5.777,4.226,2.96,4.46,39.83,12500,0,-0.3241,-0.06041,0,1
1931683,guaranteedrate,compass,0,7,318400,318400,6.85,singlefamily,primaryresidence,1,conf,purchase,full,du,766,80,80,1,1,wa,other,other,fixed,360,fnmafixed30,0,0,0,0,1,middle,moderate,lower middle,0,0,1,security,fglmc,cap,fgf30s,newprod,6,0.25,0.11,0,0,98.260032,-0.625,0.000122,320,0,0,0,1,0,1,0.0107,60,5.156,3.995,4.09,5.39,32.49,8255.17,0,-0.3241,-0.069968,0,1
1931684,guaranteedrate,compass,0,7,410888,410888,7.325,singlefamily,primaryresidence,1,conf,purchase,full,du,649,80,80,1,0,va,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,1,0,1,security,fnma,buyup,fnf30s,fico <700,6.5,0.25,0,0.105,0,98.527044,-2.25,0.003125,320,0,0,0,0,0,0,0.2146,4,5.114,3.817,3.75,5.22,26.27,16415.84,0,-0.3241,0.000044,0,1
1931685,guaranteedrate,compass,0,7,540000,540000,7.875,singlefamily,primaryresidence,1,conf,purchase,full,du,765,80,80,1,0,pa,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,very low,0,0,1,security,fglmc,cap,fgf30s,newprod,7,0.25,0.135,0,0,102.087685,-0.625,0.000122,320,0,0,0,0,0,0,0.0193,4,5.174,3.252,2.74,4.24,43.41,15908.93,0,-0.3241,-0.000315,0,1
1931686,guaranteedrate,compass,0,7,324000,324000,7.125,singlefamily,primaryresidence,1,conf,purchase,full,du,773,90,90,1,0,mn,other,other,fixed,360,fnmafixed30homeready,0,0,0,1,1,moderate,moderate,lower middle,0,0,1,security,fglmc,buydn,fgf30s,newprod,6.5,0.25,0,0,0.115,100.074481,0,0.000122,320,0,1,0,1,0,1,0.0243,4,5.41,4.062,3.74,5.14,43.33,6414.25,0,-0.3241,-0.169519,0,1
1931687,guaranteedrate,compass,0,7,400000,400000,7.625,singlefamily,primaryresidence,1,conf,purchase,full,du,760,61.538,61.538,1,1,nj,other,other,fixed,360,fnmafixed30,0,0,0,0,1,moderate,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,newprod,6.5,0.25,0.25,0.135,0,101.66546,0,0.000122,320,0,0,0,0,0,0,0.0823,4,4.825,2.884,2.96,4.46,48.41,8383.24,0,-0.3241,0.02046,0,1
1931688,guaranteedrate,compass,0,7,382500,382500,7.625,singlefamily,primaryresidence,1,conf,purchase,full,du,754,90,90,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,low,0,0,1,security,fglmc,buyup,fgf30s,fl,6.5,0.25,0.25,0.135,0,101.297849,-0.75,0.007812,320,0,0,0,0,0,0,0.0256,5,5.397,3.816,2.96,4.46,36.37,10952.1,0,-0.3241,0.019849,0,1
