LookId,SellerName,HedgeAdvisorName,AbaMemberBit,CommitPeriodGrp,LoanAmt,BaseLoanAmt,NoteRate,PropTypeName,PropUsageTypeName,PropUnitsCnt,MtgTypeName,LoanPurposeTypeName,DocumentationTypeName,AusTypeName,CreditScoreNum,LtvRatio,CltvRatio,EscrowImpoundBit,AppraisalWaiverBit,PropStateCd,RefiTypeName,RefiProgTypeName,AmortTypeName,AmortTermMonthsGrp,UnderwritingProgName,FirstTimeHomeBuyerBit,HighBalBit,PriorYrHighBalBit,GseAffordableProgBit,CraEligBit,BorrowerIncomeTypeName,CensusTractIncomeTypeName,CensusTractMinorityTypeName,LqaYellowBit,AmiLlpaCapEligBit,EligBit,ExecTypeName,ExecInvestorName,ExecMethodName,ProdCd,SpecName,Cpn,BaseSrvRate,ExcessSrvRate,BuyUpRate,BuyDnRate,BreakevenPrice,LlpaPrice,SpecPayupPrice,FeeAmt,VlipBit,LipBit,LirBit,LadBit,LacsBit,MasBit,LqaYellowProb,LoanAgeDays,BaseSrvMult,ExcessSrvMult,BuyUpMult,BuyDnMult,TotalDebtExpenseRatio,TotalMonthlyVerifiedIncomeAmt,UnknownTotalMonthlyVerifiedIncomeAmtBit,BenchMarginPrice,WinBit,MarginPrice
1878702,evergreenhomeloans,resi,0,7,416000,416000,7.5,singlefamily,primaryresidence,1,conf,purchase,full,lp,698,80,80,1,1,wa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,fico <700,6.5,0.25,0.25,0.01,0,99.550286,-1.75,0.003125,320,0,0,0,0,0,0,0,4,4.607,3.309,2.809,4.412,50.1,15083.84,0,-0.3677,0,-0.000016
1878704,evergreenhomeloans,resi,0,7,529600,529600,7.75,singlefamily,primaryresidence,1,conf,purchase,full,du,763,80,80,1,0,wa,other,other,fixed,360,fnmafixed30,1,0,0,0,0,upper,middle,lower middle,0,1,1,security,fglmc,cap,fgf30s,newprod,7,0.25,0.01,0,0,102.076937,0,0.000122,320,0,0,0,0,0,0,0.0147,3,4.522,3.041,2.697,4.302,33.81,13514.03,0,-0.3677,0,-0.000064
1878706,evergreenhomeloans,resi,0,7,330000,330000,6.875,singlefamily,primaryresidence,1,conf,purchase,full,du,790,41.25,41.25,1,1,wa,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,cap,fgf30s,newprod,6,0.25,0.135,0,0,99.345177,0,0.000122,320,0,0,0,0,0,0,0.007,3,5.598,3.997,3.533,4.829,25.02,13009.6,0,-0.3677,0,0.000224
1878708,evergreenhomeloans,resi,0,7,225000,225000,6.99,pud,primaryresidence,1,conf,purchase,full,du,812,53.957,53.957,1,1,nv,other,other,fixed,360,fnmafixed30,0,0,0,0,0,middle,middle,lower middle,0,0,1,security,fglmc,cap,fgf30s,bal 225k,6,0.25,0.25,0,0,99.810709,0,0.25,320,0,0,0,0,0,0,0.0174,6,4.739,3.787,3.533,4.829,48.86,6964.99,0,-0.3677,0,-0.000252
1878709,evergreenhomeloans,resi,0,7,280000,280000,7.375,singlefamily,primaryresidence,1,conf,purchase,full,lp,689,88.889,88.889,1,0,id,other,other,fixed,360,fhlmcfixed30homepossible,0,0,0,1,0,middle,middle,lower middle,0,0,1,security,fglmc,cap,fgf30s,bal 300k,6.5,0.25,0.135,0,0,101.046095,0,0.03125,320,0,1,0,1,1,0,0,5,4.719,3.912,2.926,4.527,49.65,4853.33,0,-0.3677,0,-0.089222
1878710,evergreenhomeloans,resi,0,7,65000,65000,6.5,condo,primaryresidence,1,conf,purchase,full,du,803,16.049,16.049,1,0,wa,other,other,fixed,180,fnmafixed15,0,0,0,0,1,low,moderate,lower middle,0,0,1,security,fglmc,buyup,fgf15s,newprod,5.5,0.25,0.25,0.155,0,100.545846,0,0.001953,320,1,1,0,1,0,1,0.0093,5,4.353,4.041,2.709,4.135,34.17,3500,0,-0.3677,0,-0.820147
1878712,evergreenhomeloans,resi,0,7,339500,339500,7.375,singlefamily,primaryresidence,1,conf,purchase,full,du,795,97,97,1,0,az,other,other,fixed,360,fnmafixed30,1,0,0,0,0,middle,middle,lower middle,0,1,1,security,fnma,buyup,fnf30s,ltv  95,6.5,0.25,0,0.155,0,100.863936,0,0.003125,320,0,0,0,1,0,1,0.0221,4,4.913,3.774,3.302,4.587,42.54,6761.51,0,-0.3677,0,0.000154
1878713,evergreenhomeloans,resi,0,7,600000,600000,8.125,singlefamily,secondhome,1,conf,purchase,full,lp,758,80,80,1,1,wa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,newprod,7,0.25,0.25,0.135,0,98.585587,-4.25,0.000122,320,0,0,0,0,0,0,0,5,3.956,2.374,2.457,4.068,38.16,28528.52,0,-0.3677,0,0.049378
1878714,evergreenhomeloans,resi,0,7,455900,455900,7.25,singlefamily,primaryresidence,1,conf,purchase,full,lp,745,97,97,1,0,wa,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,upper,middle,low,0,0,1,security,fglmc,cap,fgf30s,ltv  95,6.5,0.25,0.01,0,0,100.1598,-0.5,0.003125,320,0,0,0,0,0,0,0,6,5.331,4.168,3.052,4.552,45.65,12508.34,0,-0.3677,0,0.000498
1878715,evergreenhomeloans,resi,0,7,603000,603000,7.5,singlefamily,secondhome,1,conf,purchase,full,du,803,75,75,1,1,wa,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,low,0,0,1,security,fnma,buyup,fnf30s,newprod,6.5,0.25,0.03,0.25,0,98.896503,-2.125,0.000122,320,0,0,0,0,0,0,0.0058,4,4.182,2.497,3.192,4.447,33.93,38045.08,0,-0.3677,0,0.000466
1878716,evergreenhomeloans,resi,0,7,510000,510000,7.25,singlefamily,primaryresidence,1,conf,purchase,full,lp,734,85,85,1,0,wa,other,other,fixed,360,fhlmcfixed30homepossible,0,0,0,1,0,middle,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,newprod,6.5,0.25,0.01,0,0,100.570324,0,0.000122,320,0,1,0,0,0,0,0,3,5.001,3.657,3.052,4.552,49.17,8689,0,-0.3677,0,-0.209985
1878717,academymortgage,compass,0,7,138000,138000,7.875,condo,investment,1,conf,purchase,full,du,726,75,75,0,0,tx,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,bal 150k,7,0.25,0.135,0,0,100.750967,-3,1.15625,320,0,0,0,0,0,0,0.0479,2,4.236,4.385,2.66,4.267,30.02,6368.82,0,-0.3677,0,0.393993
1878718,academymortgage,compass,0,7,343574,337665,6.875,singlefamily,primaryresidence,1,fha,purchase,full,du,697,96.5,96.5,1,0,wa,other,other,fixed,360,fhafixed30,1,0,0,0,0,middle,middle,low,0,0,1,security,gnmaii,gnsec,g2f30s,bal 350k,6.5,0.19,0.125,0,0,100.989009,0,0.160156,320,0,0,0,0,0,0,0,1,4.081,4.365,0,0,53.37,6285.08,0,-0.3677,0,0.070041
1878719,academymortgage,compass,0,7,266000,266000,7.875,condo,primaryresidence,1,conf,purchase,full,lp,683,95,95,1,0,az,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,bal 275k,7,0.25,0.135,0,0,100.595366,-2.125,0.1875,320,0,0,0,0,0,0,0,2,4.391,3.642,2.66,4.267,45.73,9024.2,0,-0.3677,0,0.107394
1878720,academymortgage,compass,0,7,401874,394963,5.625,singlefamily,primaryresidence,1,fha,purchase,full,du,679,96.5,96.5,1,0,id,other,other,fixed,360,fhafixed30,1,0,0,0,0,upper,high,low,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,5,0.19,0.375,0,0,95.985123,0,0.001953,320,0,0,0,0,0,0,0,1,4.081,4.858,0,0,39.8,13127.37,0,-0.3677,0,0.00022
1878721,academymortgage,compass,0,7,269272,264641,6.25,singlefamily,primaryresidence,1,fha,purchase,full,lp,674,96.5,96.5,1,0,az,other,other,fixed,360,fhafixed30,1,0,0,0,0,upper,high,upper middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,6,0.19,0,0,0,98.727542,0,0.007812,320,0,0,0,0,0,0,0,1,3.567,4.483,0,0,55.94,5729.17,0,-0.3677,0,0.020272
1878722,academymortgage,compass,0,7,252000,252000,7.625,condo,primaryresidence,1,conf,purchase,full,lp,802,80,80,1,0,wa,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,middle,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 275k,6.5,0.25,0.25,0.135,0,100.806431,-1.125,0.09375,320,0,0,0,0,0,0,0,2,4.874,3.799,2.713,4.317,44.34,8199.09,0,-0.3677,0,-0.000148
1878725,academymortgage,compass,0,7,100000,100000,6.25,singlefamily,primaryresidence,1,conf,purchase,full,du,808,20,20,1,1,az,other,other,fixed,360,fnmafixed30,0,0,0,0,1,low,moderate,upper middle,0,0,1,security,fglmc,cap,fgf30s,bal 110k,5.5,0.25,0.01,0,0,97.588116,0,1,320,1,1,0,1,0,1,0.01,2,5.776,5.009,4.333,5.629,37.58,2553.06,0,-0.3677,0,-1.009785
1878727,academymortgage,compass,0,7,730955,718384,7.25,singlefamily,primaryresidence,1,fha,purchase,full,other,623,96.5,96.5,1,0,co,other,other,fixed,360,fhafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,7,0.19,0,0,0,101.308057,0,0.0625,320,0,0,0,0,0,0,0,1,2.148,3.531,0,0,37.69,20692.94,0,-0.3677,0,0.010082
1878728,academymortgage,compass,0,7,306000,306000,7,singlefamily,primaryresidence,1,conf,purchase,full,du,753,90,90,1,0,ma,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,1,0,1,security,fnma,buyup,fnf30s,newprod,6,0.25,0.03,0.25,0,98.746039,-0.75,0.000122,320,0,0,0,0,0,0,0.3068,4,4.94,3.738,3.612,5.027,46.18,14560.24,0,-0.3677,0,0.000345
1878730,academymortgage,compass,0,7,392850,392850,7.75,singlefamily,primaryresidence,1,conf,purchase,full,du,806,97,97,1,0,nc,other,other,fixed,360,fnmafixed30,1,0,0,0,0,upper,high,low,0,0,1,security,fnma,buyup,fnf30s,ltv  95,7,0.25,0,0.03,0,102.068135,-0.125,0.003906,320,0,0,0,0,0,0,0.021,2,5.343,3.939,3.082,4.287,39.55,9583.6,0,-0.3677,0,0.008045
1878732,academymortgage,compass,0,7,387000,387000,7.25,singlefamily,primaryresidence,1,va,purchase,full,du,694,100,100,1,0,az,other,other,fixed,360,vafixed30,1,0,0,0,0,upper,high,upper middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,7,0.19,0,0,0,101.626473,0,0.0625,320,0,0,0,0,0,0,0,1,3.82,2.81,0,0,44.9,8139.87,0,-0.3677,0,0.000494
1878733,academymortgage,compass,0,7,148000,148000,7,singlefamily,primaryresidence,1,conf,purchase,full,du,780,80,80,1,0,nm,other,other,fixed,360,fnmafixed30,0,0,0,0,0,middle,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 150k,6,0.25,0.25,0.01,0,100.833549,-0.375,0.84375,320,0,1,0,0,0,0,0.0162,2,5.236,4.859,3.395,4.791,30.8,3667.35,0,-0.3677,0,-0.35043
1878734,academymortgage,compass,0,7,423530,410000,5.75,singlefamily,primaryresidence,1,va,purchase,full,du,690,100,100,1,0,ga,other,other,fixed,360,vafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,5.5,0.19,0,0,0,96.737436,0,0.001953,320,0,0,0,0,0,0,0,1,5.101,4.042,0,0,60.16,8054.36,0,-0.3677,0,0.739567
1878735,academymortgage,compass,0,7,394000,394000,6,singlefamily,primaryresidence,1,va,purchase,full,du,790,100,100,1,0,ga,other,other,fixed,360,vafixed30,1,0,0,0,0,upper,middle,low,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,5.5,0.19,0.25,0,0,98.045354,0,0.001953,320,0,0,0,0,0,0,0,1,6.352,4.221,0,0,41.17,16830,0,-0.3677,0,0.020445
1878736,academymortgage,compass,0,7,322968,322968,7.25,singlefamily,primaryresidence,1,conf,purchase,full,du,781,80,80,1,0,ut,other,other,fixed,360,fnmafixed30,1,0,0,0,1,moderate,high,very low,0,1,1,security,fglmc,cap,fgf30s,newprod,6.5,0.25,0.01,0,0,100.581031,0,0.000122,320,0,1,0,0,0,0,0.1031,3,4.951,3.767,3.052,4.552,48.83,5441.31,0,-0.3677,0,-0.190274
1878737,academymortgage,compass,0,7,225000,225000,6.875,singlefamily,primaryresidence,1,conf,purchase,full,du,809,75,75,1,0,fl,other,other,fixed,240,fnmafixed20,1,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,cap,fgf20s,newprod,6,0.25,0.16,0,0,99.952975,0,0,320,0,0,0,0,0,0,0.0063,2,4.989,3.507,2.987,4.315,22.21,9583.33,0,-0.3677,0,0.000015
1878738,academymortgage,compass,0,7,571200,571200,8.125,condo,investment,1,conf,purchase,full,du,735,80,80,1,0,ca,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,nonowner,7,0.25,0.25,0.135,0,97.988463,-5.375,0.25,320,0,0,0,0,0,0,0.0816,1,4.399,2.944,2.457,4.068,43.84,18623.33,0,-0.3677,0,0.000269
1878740,academymortgage,compass,0,7,624000,624000,7.25,singlefamily,primaryresidence,1,conf,purchase,full,lp,775,80,80,1,0,fl,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,cap,fgf30s,fl,6.5,0.25,0.01,0,0,100.102039,-0.625,0.007812,320,0,0,0,0,0,0,0,2,5.516,3.585,3.052,4.552,46.44,20302.36,0,-0.3677,0,-0.000259
1878741,academymortgage,compass,0,7,166161,164500,6.25,singlefamily,primaryresidence,1,usda,purchase,full,other,673,98.905,98.905,1,0,ks,other,other,fixed,360,usdafixed30,1,0,0,0,1,moderate,middle,low,0,0,1,security,gnmaii,gnsec,g2f30s,bal 175k,6,0.19,0,0,0,98.595462,0,0.125,320,0,0,0,0,0,0,0,1,2.256,4.714,0,0,43.57,5364.06,0,-0.3677,0,0.700193
1878742,academymortgage,compass,0,7,338191,338191,6.5,singlefamily,primaryresidence,1,conf,purchase,full,du,751,95,95,1,0,ga,other,other,fixed,360,fnmafixed30,1,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,buyup,fgf30s,ltv  95,5.5,0.25,0.25,0.01,0,97.245162,-0.625,0.003125,320,0,0,0,0,0,0,0.0231,4,6.104,4.795,3.963,5.259,22.63,11666.68,0,-0.3677,0,0.000271
1878743,academymortgage,compass,0,7,165000,165000,8,singlefamily,investment,1,conf,purchase,full,du,799,60,60,1,0,fl,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 175k,7,0.25,0.25,0.01,0,103.150886,-1.125,0.90625,320,0,0,0,0,0,0,0.006,3,5.534,4.022,2.554,4.163,17.86,22957.25,0,-0.3677,0,-0.000149
1878744,academymortgage,compass,0,7,397700,397700,7.25,singlefamily,secondhome,1,conf,purchase,full,du,801,43,43,1,0,ut,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,middle,low,0,0,1,security,fglmc,cap,fgf30s,newprod,6.5,0.25,0.01,0,0,99.493863,-1.125,0.000122,320,0,0,0,0,0,0,0.0058,1,5.124,3.504,3.052,4.552,37.46,14985.39,0,-0.3677,0,-0.000425
1878745,academymortgage,compass,0,7,125000,125000,6.5,singlefamily,primaryresidence,1,conf,refi,full,du,750,45,45,1,0,ct,nocashout,other,fixed,360,fnmafixed30,0,0,0,0,1,low,middle,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 125k,5.5,0.25,0.25,0.01,0,98.927877,0,0.71875,320,0,0,1,0,0,0,0.0935,2,6.809,5.439,3.963,5.259,49.81,3200.23,0,-0.3677,0,0.062944
1878746,academymortgage,compass,0,7,118750,118750,7.5,singlefamily,primaryresidence,1,conf,purchase,full,du,746,32,85,1,0,ut,other,other,fixed,360,fnmafixed30,1,0,0,0,0,middle,middle,low,0,1,1,security,fglmc,buyup,fgf30s,bal 125k,6.5,0.25,0.25,0.01,0,103.621439,0,1.4375,320,0,0,0,0,0,0,0.0184,2,5.24,4.595,2.809,4.412,28.68,9617.4,0,-0.3677,0,0.000083
1878747,academymortgage,compass,0,7,365000,365000,7.25,singlefamily,primaryresidence,1,va,purchase,full,du,805,92.405,92.405,1,0,nm,other,other,fixed,360,vafixed30,1,0,0,0,0,middle,middle,upper middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,7,0.19,0,0,0,101.952083,0,0.0625,320,0,0,0,0,0,0,0,1,5.528,3.643,0,0,51.76,5540.83,0,-0.3677,0,0.050098
1878748,academymortgage,compass,0,7,195801,191680,7.25,singlefamily,primaryresidence,1,va,purchase,full,du,699,100,100,1,0,mi,other,other,fixed,360,vafixed30,0,0,0,0,1,moderate,high,low,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,7,0.19,0,0,0,101.543672,0,0.0625,320,0,0,0,0,0,0,0,1,3.386,3.827,0,0,53.53,6250.01,0,-0.3677,0,0.050696
1878749,academymortgage,compass,0,7,164000,164000,7.25,singlefamily,primaryresidence,1,conf,purchase,full,du,804,48,48,1,1,nc,other,other,fixed,360,fnmafixed30,1,0,0,0,0,upper,high,low,0,0,1,security,fglmc,cap,fgf30s,bal 175k,6.5,0.25,0.01,0,0,101.605639,0,0.875,320,0,0,0,0,0,0,0.0056,2,5.527,4.051,3.052,4.552,33.97,10273.54,0,-0.3677,0,0.000317
1878750,academymortgage,compass,0,7,113898,111940,7.25,singlefamily,primaryresidence,1,fha,purchase,full,du,704,96.5,96.5,1,0,mi,other,other,fixed,360,fhafixed30,1,0,0,0,1,low,moderate,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,bal 125k,7,0.19,0,0,0,102.420002,0,0.875,320,0,0,0,0,0,0,0,1,3.708,5.636,0,0,39.89,2947.53,0,-0.3677,0,0.000009
1878751,academymortgage,compass,0,7,360000,360000,7.25,singlefamily,primaryresidence,1,va,purchase,full,du,706,100,100,1,0,wa,other,other,fixed,360,vafixed30,0,0,0,0,0,middle,middle,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,7,0.19,0,0,0,101.626252,0,0.0625,320,0,0,0,0,0,0,0,1,3.91,3.166,0,0,42.17,10253.2,0,-0.3677,0,0.000273
1878752,academymortgage,compass,0,7,235554,231503,6.875,singlefamily,primaryresidence,1,fha,purchase,full,lp,658,96.5,96.5,1,0,ga,other,other,fixed,360,fhafixed30,1,0,0,0,1,moderate,high,low,0,0,1,security,gnmaii,gnsec,g2f30s,bal 250k,6.5,0.19,0.125,0,0,100.710081,0,0.21875,320,0,0,0,0,0,0,0,1,2.038,4.639,0,0,55.08,5072.97,0,-0.3677,0,0.000121
1878754,academymortgage,compass,0,7,274928,270200,6.25,singlefamily,primaryresidence,1,fha,purchase,full,lp,669,96.5,96.5,1,0,ga,other,other,fixed,360,fhafixed30,1,0,0,0,1,moderate,moderate,lower middle,0,0,1,security,gnmaii,gnsec,g2f30s,newprod,6,0.19,0,0,0,98.812951,0,0.007812,320,0,0,0,0,0,0,0,1,4.014,4.999,0,0,45.06,5458.46,0,-0.3677,0,-0.000321
1878756,paramount,mct,1,7,485918,485918,7.25,pud,primaryresidence,1,conf,purchase,full,lp,678,95,95,1,0,sc,other,other,fixed,360,fhlmcfixed30,0,0,0,0,0,upper,high,lower middle,0,0,1,security,fglmc,cap,fgf30s,ltv  95,6.5,0.25,0.01,0,0,99.051876,-1.625,0.003125,320,0,0,0,0,0,0,0,5,5.346,4.055,3.052,4.552,45.2,10012.95,0,-0.3677,0,1.999592
1878757,paramount,mct,1,7,352003,352003,6.625,pud,primaryresidence,1,conf,purchase,full,lp,731,97,97,1,0,ga,other,other,fixed,360,fhlmcfixed30,1,0,0,0,1,middle,moderate,upper middle,0,1,1,security,fglmc,buyup,fgf30s,ltv  95,5.5,0.25,0.25,0.135,0,98.446659,0,0.003125,320,0,0,0,1,0,1,0,6,6.261,4.996,3.813,5.109,49.6,6933.34,0,-0.3677,0,1.999735
1878759,paramount,mct,1,7,168000,168000,7,pud,primaryresidence,1,conf,purchase,full,du,810,80,80,1,0,nc,other,other,fixed,360,fnmafixed30,0,0,0,0,1,moderate,high,lower middle,0,0,1,security,fglmc,buyup,fgf30s,bal 175k,6,0.25,0.25,0.01,0,100.607457,-0.375,0.6875,320,0,1,0,0,0,0,0.0135,24,5.349,4.472,3.395,4.791,43.6,3693.29,0,-0.3677,0,-0.149522
1878760,paramount,mct,1,7,359200,359200,7.25,pud,primaryresidence,1,conf,purchase,full,lp,793,80,80,1,0,tn,other,other,fixed,360,fhlmcfixed30,1,0,0,0,0,upper,middle,lower middle,0,0,1,security,fglmc,cap,fgf30s,newprod,6.5,0.25,0.01,0,0,100.332185,-0.375,0.000122,320,0,0,0,0,0,0,0,6,5.467,4.031,3.052,4.552,28,10338.64,0,-0.3677,0,1.99988
1878762,paramount,mct,1,7,487500,487500,8.125,condo,investment,1,conf,purchase,full,du,781,75,75,1,0,tn,other,other,fixed,360,fnmafixed30,0,0,0,0,0,upper,high,low,0,0,1,security,fglmc,buyup,fgf30s,nonowner,7,0.25,0.25,0.135,0,101.192846,-2.25,0.25,320,0,0,0,0,0,0,0.0121,10,4.676,2.985,2.457,4.068,26.4,37464.39,0,-0.3677,0,1.99959
1878764,paramount,mct,1,7,105000,105000,6.375,singlefamily,primaryresidence,1,conf,purchase,full,du,696,51.22,54.878,1,0,al,other,other,fixed,360,fnmafixed30homeready,0,0,0,1,1,low,middle,lower middle,0,0,1,security,fglmc,buydn,fgf30s,bal 110k,6,0.25,0,0,0.365,98.54541,0,1.40625,320,1,1,0,1,0,0,0.1027,19,5.409,5.19,4.153,5.449,38.7,2160.9,0,-0.3677,0,-0.9992
1878765,paramount,mct,1,7,312340,312340,7,singlefamily,primaryresidence,1,conf,purchase,full,lp,802,97,99.329,1,0,tn,other,other,fixed,360,fhlmcfixed30homepossible,0,0,0,1,1,moderate,middle,very low,0,0,1,security,fglmc,buyup,fgf30s,ltv  95,6,0.25,0.25,0.01,0,100.058256,0,0.003906,320,0,1,0,0,0,0,0,34,5.754,4.606,3.395,4.791,49.8,5419.35,0,-0.3677,0,2.00028
